Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
49,Community,Saturday,322,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7870
51,Null,Saturday,153,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7871
52,Local,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7872
53,Local,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7873
57,Local,Sunday,408,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7874
54,Local,Saturday,557,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7875
202,Null,Saturday,349,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7876
58,Local,Sunday,456,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7877
55,Core,Saturday,830,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7878
203,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7879
59,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7880
57,Local,Saturday,481,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7881
231,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7882
60,Core,Sunday,1144,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7883
58,Local,Saturday,582,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7884
251,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7885
61,Core,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7886
59,Null,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7887
252,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7888
62,Core,Sunday,1039,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7889
60,Core,Saturday,1310,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7890
253,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7891
63,Local,Sunday,240,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7892
61,Core,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7893
254,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7894
64,Core,Sunday,1814,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7895
62,Core,Saturday,1389,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7896
255,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7897
65,Community,Sunday,162,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7898
63,Local,Saturday,343,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7899
256,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7900
66,Core,Sunday,2703,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7901
67,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7902
68,Core,Sunday,2618,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7903
70,Core,Sunday,3239,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7904
71,Core,Sunday,878,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7905
72,Core,Sunday,1278,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7906
73,Core,Sunday,523,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7907
76,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7908
77,Core,Sunday,1097,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7909
81,Local,Sunday,1152,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7910
82,Local,Sunday,534,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7911
85,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7912
88,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7913
89,Local,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7914
101,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7915
102,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7916
103,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7917
104,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7918
120,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7919
121,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7920
122,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7921
140,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7922
141,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7923
168,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7924
180,Express,Sunday,1075,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7925
181,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7926
182,Express,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7927
200,Other,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7928
201,Local,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7929
304,Limited,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7930
305,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7931
321,Limited,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7932
323,Core,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7933
328,Limited,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7934
330,Limited,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7935
522,Core,Saturday,3437,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7936
900,LRT,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7937
901,LRT,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7938
902,LRT,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7939
903,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7940
920,Null,Saturday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7941
10,Local,Sunday,1134,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7942
11,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7943
12,Null,Sunday,1002,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7944
13,Community,Sunday,80,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7945
14,Community,Sunday,51,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7946
15,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7947
16,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7948
17,Community,Sunday,33,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7949
18,Community,Sunday,1,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7950
19,Community,Sunday,41,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7951
22,Core,Sunday,12248,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7952
23,Core,Sunday,2869,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7953
25,Core,Sunday,3333,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7954
26,Core,Sunday,2219,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7955
27,Local,Sunday,393,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7956
31,Local,Sunday,790,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7957
32,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7958
33,Null,Sunday,231,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7959
34,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7960
35,Local,Sunday,441,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7961
36,Null,Sunday,808,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7962
37,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7963
38,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7964
39,Community,Sunday,266,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7965
40,Local,Sunday,218,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7966
41,Null,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7967
42,Community,Sunday,0,2007/08/01 07:00:00+00,2007/08/01 07:00:00+00,7968
64,Core,Saturday,1957,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7969
65,Community,Saturday,262,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7970
66,Core,Saturday,3065,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7971
67,Null,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7972
68,Core,Saturday,2896,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7973
70,Core,Saturday,3550,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7974
71,Core,Saturday,1024,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7975
72,Core,Saturday,1368,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7976
73,Core,Saturday,933,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7977
76,Null,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7978
77,Core,Saturday,1355,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7979
81,Local,Saturday,1457,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7980
82,Local,Saturday,681,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7981
85,Null,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7982
88,Community,Saturday,93,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7983
89,Local,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7984
101,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7985
102,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7986
103,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7987
104,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7988
120,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7989
121,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7990
122,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7991
140,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7992
141,Null,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7993
168,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7994
180,Express,Saturday,1223,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7995
181,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7996
182,Express,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7997
200,Other,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7998
201,Local,Saturday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,7999
202,Null,Saturday,206,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8000
231,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8001
251,Null,Weekday,77,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8002
252,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8003
253,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8004
254,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8005
255,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8006
256,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8007
261,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8008
304,Limited,Weekday,193,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8009
305,Null,Weekday,118,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8010
321,Limited,Weekday,30,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8011
323,Core,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8012
328,Limited,Weekday,31,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8013
330,Limited,Weekday,133,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8014
522,Core,Weekday,6175,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8015
900,LRT,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8016
901,LRT,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8017
902,LRT,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8018
920,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8019
10,Local,Saturday,1001,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8020
11,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8021
12,Null,Saturday,846,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8022
13,Community,Saturday,82,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8023
14,Community,Saturday,42,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8024
15,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8025
16,Community,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8026
17,Community,Saturday,34,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8027
18,Community,Saturday,6,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8028
19,Community,Saturday,75,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8029
22,Core,Saturday,12392,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8030
23,Core,Saturday,3836,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8031
25,Core,Saturday,4224,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8032
26,Core,Saturday,2531,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8033
27,Local,Saturday,650,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8034
31,Local,Saturday,894,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8035
32,Community,Saturday,322,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8036
33,Null,Saturday,310,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8037
34,Community,Saturday,142,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8038
35,Local,Saturday,1006,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8039
36,Null,Saturday,795,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8040
37,Community,Saturday,61,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8041
38,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8042
39,Community,Saturday,349,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8043
40,Local,Saturday,377,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8044
41,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8045
42,Community,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8046
43,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8047
44,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8048
45,Community,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8049
46,Local,Saturday,255,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8050
51,Null,Weekday,858,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8051
52,Local,Weekday,486,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8052
53,Local,Weekday,701,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8053
54,Local,Weekday,1341,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8054
55,Core,Weekday,2509,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8055
57,Local,Weekday,1238,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8056
58,Local,Weekday,1489,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8057
59,Null,Weekday,477,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8058
60,Core,Weekday,2345,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8059
61,Core,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8060
62,Core,Weekday,2552,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8061
63,Local,Weekday,836,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8062
64,Core,Weekday,2671,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8063
65,Community,Weekday,761,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8064
66,Core,Weekday,5174,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8065
67,Null,Weekday,89,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8066
68,Core,Weekday,4938,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8067
70,Core,Weekday,5557,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8068
71,Core,Weekday,1844,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8069
72,Core,Weekday,2874,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8070
73,Core,Weekday,2189,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8071
76,Null,Weekday,68,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8072
77,Core,Weekday,1741,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8073
81,Local,Weekday,3520,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8074
82,Local,Weekday,1419,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8075
85,Null,Weekday,1071,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8076
88,Community,Weekday,487,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8077
47,Local,Weekday,988,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8078
89,Local,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8079
101,Express,Weekday,93,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8080
102,Express,Weekday,104,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8081
103,Express,Weekday,130,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8082
104,Express,Weekday,87,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8083
120,Express,Weekday,88,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8084
121,Express,Weekday,184,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8085
122,Express,Weekday,36,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8086
140,Express,Weekday,152,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8087
141,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8088
168,Express,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8089
180,Express,Weekday,1814,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8090
181,Express,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8091
182,Express,Weekday,84,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8092
183,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8093
185,Express,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8094
200,Other,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8095
201,Local,Weekday,903,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8096
202,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8097
203,Null,Weekday,71,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8098
231,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8099
251,Null,Weekday,71,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8100
252,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8101
252,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8102
251,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8103
47,Local,Saturday,617,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8104
254,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8105
49,Community,Sunday,228,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8106
255,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8107
51,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8108
48,Community,Saturday,296,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8109
252,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8110
48,Community,Weekday,463,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8111
253,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8112
256,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8113
52,Local,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8114
49,Community,Saturday,215,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8115
253,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8116
49,Community,Weekday,471,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8117
254,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8118
261,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8119
53,Local,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8120
51,Null,Saturday,143,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8121
254,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8122
51,Null,Weekday,1085,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8123
255,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8124
304,Limited,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8125
54,Local,Sunday,450,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8126
52,Local,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8127
255,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8128
52,Local,Weekday,576,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8129
256,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8130
305,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8131
55,Core,Sunday,790,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8132
53,Local,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8133
256,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8134
53,Local,Weekday,799,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8135
304,Limited,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8136
321,Limited,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8137
57,Local,Sunday,419,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8138
54,Local,Saturday,536,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8139
261,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8140
54,Local,Weekday,1375,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8141
305,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8142
323,Core,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8143
58,Local,Sunday,574,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8144
55,Core,Saturday,935,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8145
304,Limited,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8146
55,Core,Weekday,2912,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8147
321,Limited,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8148
328,Limited,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8149
59,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8150
57,Local,Saturday,488,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8151
305,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8152
57,Local,Weekday,1449,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8153
323,Core,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8154
330,Limited,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8155
60,Core,Sunday,1151,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8156
58,Local,Saturday,572,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8157
321,Limited,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8158
58,Local,Weekday,1554,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8159
328,Limited,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8160
522,Core,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8161
61,Core,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8162
59,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8163
323,Core,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8164
59,Null,Weekday,482,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8165
330,Limited,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8166
900,LRT,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8167
62,Core,Sunday,1423,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8168
60,Core,Saturday,1517,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8169
328,Limited,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8170
60,Core,Weekday,2532,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8171
522,Core,Saturday,4299,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8172
901,LRT,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8173
902,LRT,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8174
903,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8175
920,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8176
10,Local,Weekday,1408,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8177
