Routes,LineType,DayofWeek,Boardings,Period,Period_date,FID
11,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8178
12,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8179
13,Community,Weekday,234,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8180
14,Community,Weekday,55,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8181
15,Null,Weekday,56,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8182
16,Community,Weekday,131,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8183
17,Community,Weekday,81,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8184
18,Community,Weekday,198,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8185
19,Community,Weekday,160,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8186
22,Core,Weekday,17047,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8187
23,Core,Weekday,6090,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8188
25,Core,Weekday,6229,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8189
26,Core,Weekday,3926,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8190
27,Local,Weekday,1199,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8191
31,Local,Weekday,2094,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8192
32,Community,Weekday,860,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8193
33,Null,Weekday,313,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8194
34,Community,Weekday,252,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8195
35,Local,Weekday,1437,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8196
36,Null,Weekday,686,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8197
37,Community,Weekday,236,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8198
38,Null,Weekday,220,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8199
39,Community,Weekday,410,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8200
40,Local,Weekday,637,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8201
41,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8202
42,Community,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8203
43,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8204
44,Null,Weekday,22,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8205
45,Community,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8206
46,Local,Weekday,769,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8207
47,Local,Weekday,974,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8208
48,Community,Weekday,361,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8209
49,Community,Weekday,333,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8210
61,Core,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8211
900,LRT,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8212
330,Limited,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8213
62,Core,Weekday,2686,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8214
61,Core,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8215
63,Local,Sunday,289,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8216
901,LRT,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8217
522,Core,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8218
63,Local,Weekday,994,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8219
62,Core,Saturday,1388,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8220
64,Core,Sunday,2731,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8221
902,LRT,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8222
900,LRT,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8223
64,Core,Weekday,2830,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8224
63,Local,Saturday,307,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8225
65,Community,Sunday,278,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8226
903,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8227
901,LRT,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8228
65,Community,Weekday,873,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8229
64,Core,Saturday,1951,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8230
66,Core,Sunday,3343,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8231
920,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8232
902,LRT,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8233
66,Core,Weekday,5395,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8234
65,Community,Saturday,274,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8235
67,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8236
10,Local,Sunday,1357,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8237
903,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8238
67,Null,Weekday,125,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8239
66,Core,Saturday,2997,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8240
68,Core,Sunday,3199,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8241
11,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8242
920,Null,Sunday,0,2007/09/01 07:00:00+00,2007/09/01 07:00:00+00,8243
68,Core,Weekday,5081,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8244
67,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8245
70,Core,Sunday,3421,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8246
12,Null,Sunday,1175,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8247
10,Local,Weekday,1265,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8248
70,Core,Weekday,5890,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8249
68,Core,Saturday,3295,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8250
71,Core,Sunday,1016,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8251
13,Community,Sunday,51,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8252
11,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8253
71,Core,Weekday,1851,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8254
70,Core,Saturday,3767,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8255
72,Core,Sunday,1640,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8256
14,Community,Sunday,38,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8257
12,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8258
72,Core,Weekday,3025,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8259
71,Core,Saturday,1164,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8260
73,Core,Sunday,358,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8261
13,Community,Weekday,240,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8262
15,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8263
16,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8264
17,Community,Sunday,29,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8265
18,Community,Sunday,5,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8266
14,Community,Weekday,59,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8267
73,Core,Weekday,1909,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8268
19,Community,Sunday,53,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8269
72,Core,Saturday,1421,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8270
76,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8271
22,Core,Sunday,13283,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8272
77,Core,Sunday,1311,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8273
73,Core,Saturday,753,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8274
76,Null,Weekday,80,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8275
23,Core,Sunday,3327,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8276
15,Null,Weekday,57,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8277
81,Local,Sunday,1449,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8278
76,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8279
77,Core,Weekday,1867,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8280
25,Core,Sunday,3901,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8281
16,Community,Weekday,244,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8282
82,Local,Sunday,795,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8283
77,Core,Saturday,1248,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8284
81,Local,Weekday,3773,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8285
26,Core,Sunday,2446,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8286
17,Community,Weekday,70,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8287
85,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8288
81,Local,Saturday,1362,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8289
82,Local,Weekday,1629,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8290
27,Local,Sunday,574,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8291
18,Community,Weekday,223,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8292
88,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8293
82,Local,Saturday,608,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8294
85,Null,Weekday,1144,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8295
31,Local,Sunday,808,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8296
19,Community,Weekday,186,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8297
89,Local,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8298
85,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8299
88,Community,Weekday,477,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8300
32,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8301
22,Core,Weekday,17311,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8302
101,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8303
88,Community,Saturday,84,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8304
89,Local,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8305
33,Null,Sunday,341,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8306
23,Core,Weekday,5771,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8307
102,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8308
89,Local,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8309
101,Express,Weekday,105,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8310
34,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8311
25,Core,Weekday,7129,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8312
103,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8313
101,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8314
102,Express,Weekday,104,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8315
35,Local,Sunday,496,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8316
26,Core,Weekday,4137,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8317
104,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8318
102,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8319
103,Express,Weekday,124,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8320
36,Null,Sunday,790,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8321
27,Local,Weekday,1265,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8322
120,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8323
103,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8324
104,Express,Weekday,89,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8325
37,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8326
31,Local,Weekday,2202,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8327
121,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8328
104,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8329
120,Express,Weekday,75,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8330
38,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8331
32,Community,Weekday,999,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8332
122,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8333
120,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8334
121,Express,Weekday,181,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8335
39,Community,Sunday,438,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8336
33,Null,Weekday,370,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8337
140,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8338
121,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8339
122,Express,Weekday,34,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8340
40,Local,Sunday,305,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8341
34,Community,Weekday,358,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8342
141,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8343
122,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8344
140,Express,Weekday,164,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8345
41,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8346
35,Local,Weekday,1401,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8347
168,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8348
140,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8349
141,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8350
168,Express,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8351
180,Express,Weekday,1936,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8352
181,Express,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8353
182,Express,Weekday,89,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8354
183,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8355
185,Express,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8356
200,Other,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8357
201,Local,Weekday,995,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8358
202,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8359
203,Null,Weekday,77,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8360
36,Null,Weekday,683,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8361
37,Community,Weekday,269,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8362
38,Null,Weekday,245,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8363
39,Community,Weekday,435,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8364
40,Local,Weekday,786,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8365
41,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8366
42,Community,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8367
43,Null,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8368
44,Null,Weekday,35,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8369
45,Community,Weekday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8370
46,Local,Weekday,750,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8371
42,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8372
43,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8373
180,Express,Sunday,1299,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8374
44,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8375
181,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8376
141,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8377
45,Community,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8378
182,Express,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8379
168,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8380
46,Local,Sunday,191,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8381
200,Other,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8382
180,Express,Saturday,1310,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8383
47,Local,Sunday,442,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8384
201,Local,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8385
181,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8386
48,Community,Sunday,397,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8387
202,Null,Sunday,147,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8388
182,Express,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8389
203,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8390
200,Other,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8391
231,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8392
201,Local,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8393
251,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8394
202,Null,Saturday,194,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8395
252,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8396
203,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8397
253,Null,Sunday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8398
231,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8399
251,Null,Saturday,0,2007/10/01 07:00:00+00,2007/10/01 07:00:00+00,8400
256,Null,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8401
261,Null,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8402
304,Limited,Weekday,146,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8403
305,Null,Weekday,95,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8404
321,Limited,Weekday,27,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8405
323,Core,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8406
328,Limited,Weekday,12,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8407
330,Limited,Weekday,78,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8408
522,Core,Weekday,5324,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8409
900,LRT,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8410
901,LRT,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8411
902,LRT,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8412
920,Null,Weekday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8413
10,Local,Saturday,1007,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8414
11,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8415
12,Null,Saturday,816,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8416
13,Community,Saturday,75,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8417
14,Community,Saturday,48,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8418
15,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8419
16,Community,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8420
17,Community,Saturday,39,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8421
18,Community,Saturday,16,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8422
19,Community,Saturday,84,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8423
22,Core,Saturday,11240,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8424
23,Core,Saturday,3638,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8425
25,Core,Saturday,4078,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8426
26,Core,Saturday,2595,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8427
27,Local,Saturday,630,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8428
31,Local,Saturday,1163,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8429
32,Community,Saturday,251,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8430
33,Null,Saturday,281,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8431
34,Community,Saturday,119,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8432
35,Local,Saturday,980,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8433
36,Null,Saturday,651,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8434
37,Community,Saturday,73,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8435
38,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8436
39,Community,Saturday,316,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8437
40,Local,Saturday,339,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8438
41,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8439
42,Community,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8440
43,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8441
44,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8442
45,Community,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8443
46,Local,Saturday,233,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8444
47,Local,Saturday,609,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8445
48,Community,Saturday,350,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8446
49,Community,Saturday,221,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8447
51,Null,Saturday,163,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8448
52,Local,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8449
53,Local,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8450
53,Local,Sunday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8451
253,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8452
54,Local,Saturday,569,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8453
254,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8454
255,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8455
256,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8456
261,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8457
304,Limited,Weekday,231,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8458
305,Null,Weekday,115,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8459
321,Limited,Weekday,31,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8460
323,Core,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8461
328,Limited,Weekday,16,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8462
330,Limited,Weekday,139,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8463
522,Core,Weekday,6063,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8464
900,LRT,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8465
901,LRT,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8466
902,LRT,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8467
920,Null,Weekday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8468
10,Local,Saturday,1140,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8469
11,Null,Saturday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8470
12,Null,Saturday,751,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8471
13,Community,Saturday,67,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8472
55,Core,Saturday,960,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8473
54,Local,Weekday,1181,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8474
14,Community,Saturday,62,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8475
54,Local,Sunday,344,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8476
57,Local,Saturday,491,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8477
55,Core,Weekday,2367,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8478
15,Null,Saturday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8479
55,Core,Sunday,510,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8480
58,Local,Saturday,560,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8481
57,Local,Weekday,1049,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8482
16,Community,Saturday,0,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8483
57,Local,Sunday,421,2007/11/01 07:00:00+00,2007/11/01 07:00:00+00,8484
59,Null,Saturday,0,2007/12/01 08:00:00+00,2007/12/01 08:00:00+00,8485
